Row,INSDC Sequence accession,ID,applicant,DeathOrSampleDate,DateInfo,English,Dutch,Latin,family,order,location,province,Lat,Long,BirdUSUV,BirdTestedWNV
624,,AS20210147,DWHC,22-04-2021,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Baarn,Utrecht,52.1,5.22,0,TRUE
625,,AS20210150,DWHC,26-04-2021,DateFound,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,Utrecht,Utrecht,52.09,5.14,0,TRUE
626,,AS20210185,DWHC,27-04-2021,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Rotterdam,Z-Holland,51.96,4.56,0,TRUE
627,,AS20210164,DWHC,30-04-2021,DateFound,Mistle Thrush,Grote Lijster,Turdus viscivorus,Turdidae,Passeriformes,Goeree-Overflakkee,Z-Holland,51.74,4.1,0,TRUE
628,,AS20210158,DWHC,28-04-2021,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Venlo,Limburg,51.37,6.13,0,TRUE
629,,AS20210167,DWHC,28-04-2021,DateFound,Ring-necked Pheasant,Fazant,Phasianus colchicus,Phasianidae,Galliformes,Ridderkerk,Z-Holland,51.87,4.6,0,TRUE
630,,AS20210173,DWHC,03-05-2021,DateFound,Common Starling,Spreeuw,Sturnus vulgaris,Sturnidae,Passeriformes,Alphen aan den Rijn,Z-Holland,52.13,4.59,0,TRUE
631,,AS20210176,DWHC,06-05-2021,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Goeree-Overflakkee,Z-Holland,51.74,4.1,0,TRUE
632,,AS20210182,DWHC,08-05-2021,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Den haag,Z-Holland,52.03,4.39,0,TRUE
633,,AS20210179,DWHC,11-05-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Nijkerk,Gelderland,52.19,5.54,0,TRUE
634,,AS20210224,DWHC,25-05-2021,DateFound,Tawny Owl,Bosuil,Strix aluco,Strigidae,Strigiformes,Stichtse Vecht,Utrecht,52.21,5.03,0,TRUE
635,,AS20210212,DWHC,26-05-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Putten,Gelderland,52.25,5.61,0,TRUE
636,,AS20210218,DWHC,26-05-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Putten,Gelderland,52.25,5.61,0,TRUE
637,,AS20210215,DWHC,26-05-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Putten,Gelderland,52.25,5.61,0,TRUE
638,,AS20210316,DWHC,31-05-2021,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Eersel,Brabant,51.46,5.34,0,TRUE
639,,AS20210245,DWHC,01-06-2021,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Haarlemmermeer,N-Holland,52.35,4.68,0,TRUE
640,,AS20210230,DWHC,02-06-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Houten,Utrecht,52.02,5.18,0,TRUE
641,,AS20210309,DWHC,01-06-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Eindhoven,Brabant,51.48,5.43,0,TRUE
642,,AS20210242,DWHC,02-06-2021,DateFound,Tawny Owl,Bosuil,Strix aluco,Strigidae,Strigiformes,Loon op Zand,Brabant,51.63,5.07,0,TRUE
643,,AS20210285,DWHC,08-06-2021,DateFound,Blue Tit,Pimpelmees,Cyanistes caeruleus,Paridae,Passeriformes,Arnhem,Gelderland,51.82,5.87,0,TRUE
644,,AS20210364,DWHC,18-05-2021,DateFound,Little Owl,Steenuil,Athene noctua,Strigidae,Strigiformes,Doetinchem,Gelderland,51.97,6.35,0,TRUE
645,,AS20210262,DWHC,09-06-2021,DateFound,Eurasian Magpie,Ekster,Pica pica,Corvidae,Passeriformes,Hellevoetsluis,Z-Holland,51.84,4.13,0,TRUE
646,,AS20210396,DWHC,13-06-2021,DateFound,Western Jackdaw,Kauw,Coloeus monedula,Corvidae,Passeriformes,Bergen op Zoom,Brabant,51.47,4.28,0,TRUE
647,,AS20210297,DWHC,12-06-2021,DateFound,Great Spotted Woodpecker,Grote Bonte Specht,Dendrocopos major,Picidae,Piciformes,Alphen aan den Rijn,Z-Holland,52.13,4.65,0,TRUE
648,,AS20210314,DWHC,14-06-2021,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Blaricum,N-Holland,52.28,5.26,0,TRUE
649,,AS20210277,DWHC,15-06-2021,DateFound,White Stork,Ooievaar,Ciconia ciconia,Ciconiidae,Ciconiiformes,Lochem,Gelderland,52.21,6.23,0,TRUE
650,,AS20210331,DWHC,16-06-2021,DateFound,Middle Spotted Woodpecker,Middelste Bonte Specht,Dendrocoptes medius,Picidae,Piciformes,Rotterdam,Z-Holland,51.92,4.44,0,TRUE
651,,AS20210307,DWHC,15-06-2021,DateFound,Great Spotted Woodpecker,Grote Bonte Specht,Dendrocopos major,Picidae,Piciformes,Rotterdam,Z-Holland,51.61,5.54,0,TRUE
652,,AS20210562,DWHC,20-06-2021,DateFound,Eurasian Magpie,Ekster,Pica pica,Corvidae,Passeriformes,Hellevoetsluis,Z-Holland,51.84,4.13,0,TRUE
653,,AS20210497,DWHC,18-06-2021,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Lochem,Gelderland,52.16,6.3,0,TRUE
654,,AS20210507,DWHC,22-06-2021,DateFound,Little Owl,Steenuil,Athene noctua,Strigidae,Strigiformes,Bronckhorst,Gelderland,52.08,6.34,0,TRUE
655,,AS20210373,DWHC,24-06-2021,DateFound,Eurasian Magpie,Ekster,Pica pica,Corvidae,Passeriformes,Brielle,Z-Holland,51.9,4.17,0,TRUE
656,,AS20210386,DWHC,24-06-2021,DateFound,Sand Martin,Oeverzwaluw,Riparia riparia,Hirundinidae,Passeriformes,Utrecht,Utrecht,52.12,5,0,TRUE
657,,AS20210532,DWHC,02-07-2021,DateFound,Rock Pigeon,Rotsduif,Columba livia domestica,Columbidae,Columbiformes,Rotterdam,Z-Holland,51.93,4.49,0,TRUE
658,,AS20210424,DWHC,06-07-2021,DateFound,Mute Swan,Knobbelzwaan,Cygnus olor,Anatidae,Anseriformes,Vught,Brabant,51.65,5.29,0,TRUE
659,,AS20210537,DWHC,03-07-2021,DateFound,Little Owl,Steenuil,Athene noctua,Strigidae,Strigiformes,Amersfoort,Utrecht,52.19,5.37,0,TRUE
660,,AS20210414,DWHC,07-07-2021,DateFound,Carrion Crow,Zwarte Kraai,Corvus corone,Corvidae,Passeriformes,Ede,Gelderland,52.05,5.57,0,TRUE
661,,AS20210557,DWHC,07-07-2021,DateFound,Carrion Crow,Zwarte Kraai,Corvus corone,Corvidae,Passeriformes,Ede,Gelderland,52.05,5.57,0,TRUE
662,,AS20210588,DWHC,07-07-2021,DateFound,Carrion Crow,Zwarte Kraai,Corvus corone,Corvidae,Passeriformes,Veenendaal,Utrecht,52.05,5.57,0,TRUE
663,,AS20210493,DWHC,06-07-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Loon op Zand,Brabant,51.62,5.08,0,TRUE
664,,AS20210449,DWHC,07-07-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Rhenen,Utrecht,51.96,5.58,0,TRUE
665,,AS20210542,DWHC,07-07-2021,DateFound,Eurasian Tree Sparrow,Ringmus,Passer montanus,Passeridae,Passeriformes,Tytsjerksteradiel,Friesland,53.18,6.06,0,TRUE
666,,AS20210469,DWHC,11-07-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Ede,Gelderland,52.12,5.75,0,TRUE
667,,AS20210459,DWHC,13-07-2021,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Meijerstad,Brabant,51.55,5.42,0,TRUE
668,,AS20210419,DWHC,12-07-2021,DateFound,Black Redstart,Zwarte Roodstaart,Phoenicurus ochruros,Muscicapidae,Passeriformes,Emmen,Drenthe,52.76,6.87,0,TRUE
669,,AS20210593,DWHC,13-07-2021,DateFound,Domestic Goose,Grauwe Gans,Anser anser,Anatidae,Anseriformes,Apeldoorn,Gelderland,52.25,5.77,0,TRUE
670,,AS20210502,DWHC,13-07-2021,DateFound,Domestic Goose,Grauwe Gans,Anser anser,Anatidae,Anseriformes,Apeldoorn,Gelderland,52.25,5.77,0,TRUE
671,,AS20210409,DWHC,14-07-2021,DateFound,Eurasian Magpie,Ekster,Pica pica,Corvidae,Passeriformes,Utrecht,Utrecht,52.09,5.17,0,TRUE
672,,AS20210598,DWHC,14-07-2021,DateFound,Hawfinch,Appelvink,Coccothraustes coccothraustes,Fringillidae,Passeriformes,Boxmeer,Brabant,51.64,5.95,0,TRUE
673,,AS20210577,DWHC,14-07-2021,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Boxmeer,Brabant,51.64,5.95,0,TRUE
674,,AS20210567,DWHC,14-07-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Apeldoorn,Gelderland,52.22,5.98,0,TRUE
675,,AS20210439,DWHC,17-07-2021,DateFound,Gadwall,Krakeend,Mareca strepera,Anatidae,Anseriformes,Lopik,Utrecht,51.98,4.88,0,TRUE
676,,AS20210434,DWHC,20-07-2021,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Zeist,Utrecht,52.07,5.27,0,TRUE
677,,AS20210478,DWHC,21-07-2021,DateFound,Common Barn Owl,Kerkuil,Tyto alba,Tytonidae,Strigiformes,Utrechtse Heuvelrug,Utrecht,52.02,5.39,0,TRUE
678,,AS20210552,DWHC,11-07-2021,DateFound,Mute Swan,Knobbelzwaan,Cygnus olor,Anatidae,Anseriformes,Noardeast-Fryslan,Friesland,53.44,5.64,0,TRUE
679,,AS20210644,DWHC,27-07-2021,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Reusel-De Mierden,Brabant,51.39,5.13,0,TRUE
680,,AS20210624,DWHC,28-07-2021,DateFound,Hawfinch,Appelvink,Coccothraustes coccothraustes,Fringillidae,Passeriformes,Cranendonck,Brabant,51.27,5.59,0,TRUE
681,,AS20210603,DWHC,29-07-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Oude ijsselstreek,Gelderland,51.87,6.44,0,TRUE
682,,AS20210649,DWHC,31-07-2021,DateFound,Common Kestrel,Torenvalk,Falco tinnunculus,Falconidae,Falconiformes,Tubbergen,Overijssel,52.37,6.82,0,TRUE
683,,AS20210748,DWHC,04-08-2021,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Berkelland,Gelderland,52.14,6.62,0,TRUE
684,,AS20210768,DWHC,07-08-2021,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Reusel-De Mierden,Brabant,51.39,5.13,0,TRUE
685,,AS20210679,DWHC,05-08-2021,DateFound,Domestic Goose,Grauwe Gans,Anser anser,Anatidae,Anseriformes,Oostburg,Zeeland,51.3,3.46,0,TRUE
686,,AS20210714,DWHC,12-08-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,De bilt,Utrecht,52.13,5.22,0,TRUE
687,,AS20210733,DWHC,12-08-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Rhenen,Utrecht,51.96,5.58,0,TRUE
688,,AS20210719,DWHC,10-08-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Peel en Maas,Limburg,51.29,6.05,0,TRUE
689,,AS20210683,DWHC,12-08-2021,DateFound,Black-headed Gull,Kokmeeuw,Chroicocephalus ridibundus,Laridae,Charadriiformes,Sluis,Zeeland,51.39,3.62,0,TRUE
690,,AS20210657,DWHC,12-08-2021,DateFound,Common Shelduck,Bergeend,Tadorna tadorna,Anatidae,Anseriformes,Sluis,Zeeland,51.39,3.62,0,TRUE
691,,AS20210691,DWHC,12-08-2021,DateFound,Common Shelduck,Bergeend,Tadorna tadorna,Anatidae,Anseriformes,Sluis,Zeeland,51.39,3.62,0,TRUE
692,,AS20210666,DWHC,12-08-2021,DateFound,Common Shelduck,Bergeend,Tadorna tadorna,Anatidae,Anseriformes,Sluis,Zeeland,51.39,3.62,0,TRUE
693,,AS20210670,DWHC,12-08-2021,DateFound,Common Shelduck,Bergeend,Tadorna tadorna,Anatidae,Anseriformes,Sluis,Zeeland,51.39,3.62,0,TRUE
694,,AS20210758,DWHC,10-08-2021,DateFound,Common Shelduck,Bergeend,Tadorna tadorna,Anatidae,Anseriformes,Flushing,Zeeland,51.44,3.57,0,TRUE
695,,AS20210687,DWHC,12-08-2021,DateFound,Barnacle Goose,Brandgans,Branta leucopsis,Anatidae,Anseriformes,Sluis,Zeeland,51.39,3.62,0,TRUE
696,,AS20210710,DWHC,18-08-2021,DateFound,Stock Dove,Holenduif,Columba oenas,Columbidae,Columbiformes,Almere,Flevoland,52.37,5.26,0,TRUE
697,,AS20210700,DWHC,18-08-2021,DateFound,European Herring Gull,Zilvermeeuw,Larus argentatus,Laridae,Charadriiformes,Sluis,Zeeland,51.39,3.57,0,TRUE
698,,AS20210675,DWHC,17-08-2021,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Sittard,Limburg,51,5.88,0,TRUE
699,,AS20210920,DWHC,20-08-2021,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Bunnik,Utrecht,52.07,5.18,0,TRUE
700,,AS20210952,DWHC,20-08-2021,DateFound,Black-crowned Night Heron,Kwak,Nycticorax nycticorax,Ardeidae,Pelecaniformes,Rotterdam,Z-Holland,51.93,4.44,0,TRUE
701,,AS20210905,DWHC,24-08-2021,DateFound,Common Shelduck,Bergeend,Tadorna tadorna,Anatidae,Anseriformes,Breskens,Zeeland,51.39,3.57,0,TRUE
702,,AS20210883,DWHC,25-08-2021,DateFound,European Greenfinch,Groenling,Chloris chloris,Fringillidae,Passeriformes,Wassenaar,Z-Holland,52.13,4.39,0,TRUE
703,,AS20210872,DWHC,24-08-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Druten,Gelderland,51.89,5.6,0,TRUE
704,,AS20210985,DWHC,26-08-2021,DateFound,Eurasian Coot,Meerkoet,Fulica atra,Rallidae,Gruiformes,Deventer,Overijssel,52.25,6.14,0,TRUE
705,,AS20210888,DWHC,30-08-2021,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Geldrop,Brabant,51.42,5.58,0,TRUE
706,,AS20210914,DWHC,30-08-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Nieuwegein,Utrecht,52.04,5.12,1,TRUE
707,,AS20210893,DWHC,06-09-2021,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Loon op Zand,Brabant,51.62,5.08,0,TRUE
708,,AS20210957,DWHC,07-09-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Slijk Ewijk,Gelderland,51.89,5.81,0,TRUE
709,,AS20210941,DWHC,08-09-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Krommenie,N-Holland,52.51,4.77,0,TRUE
710,,AS20210946,DWHC,10-08-2021,DateFound,Common Shelduck,Bergeend,Tadorna tadorna,Anatidae,Anseriformes,Vlissingen,Zeeland,51.44,3.57,0,TRUE
711,,AS20210854,DWHC,10-08-2021,DateFound,Common Shelduck,Bergeend,Tadorna tadorna,Anatidae,Anseriformes,Vlissingen,Zeeland,51.44,3.57,0,TRUE
712,,AS20210857,DWHC,10-08-2021,DateFound,Common Shelduck,Bergeend,Tadorna tadorna,Anatidae,Anseriformes,Vlissingen,Zeeland,51.44,3.57,0,TRUE
713,,AS20210834,DWHC,10-08-2021,DateFound,Common Shelduck,Bergeend,Tadorna tadorna,Anatidae,Anseriformes,Vlissingen,Zeeland,51.44,3.57,0,TRUE
714,,AS20210949,DWHC,12-08-2021,DateFound,Common Shelduck,Bergeend,Tadorna tadorna,Anatidae,Anseriformes,Ritthem,Zeeland,51.5,3.61,0,TRUE
715,,AS20210811,DWHC,12-08-2021,DateFound,Common Shelduck,Bergeend,Tadorna tadorna,Anatidae,Anseriformes,Ritthem,Zeeland,51.5,3.61,0,TRUE
716,,AS20210860,DWHC,12-08-2021,DateFound,Black-headed Gull,Kokmeeuw,Chroicocephalus ridibundus,Laridae,Charadriiformes,Hooge Platen,Zeeland,51.39,3.62,0,TRUE
717,,AS20210865,DWHC,12-08-2021,DateFound,Eurasian Oystercatcher,Scholekster,Haematopus ostralegus,Haematopodidae,Charadriiformes,Hooge Platen,Zeeland,51.4,3.62,0,TRUE
718,,AS20210938,DWHC,12-08-2021,DateFound,Eurasian Oystercatcher,Scholekster,Haematopus ostralegus,Haematopodidae,Charadriiformes,Hooge Platen,Zeeland,51.4,3.62,0,TRUE
719,,AS20210880,DWHC,12-08-2021,DateFound,Common Tern,Visdief,Sterna hirundo,Laridae,Charadriiformes,Hooge Platen,Zeeland,51.39,3.62,0,TRUE
720,,AS20210977,DWHC,12-09-2021,DateFound,Mute Swan,Knobbelzwaan,Cygnus olor,Anatidae,Anseriformes,Tilburg,Brabant,51.56,5.09,0,TRUE
721,,AS20211005,DWHC,14-09-2021,DateFound,Tawny Owl,Bosuil,Strix aluco,Strigidae,Strigiformes,Maarn,Utrecht,52.06,5.35,0,TRUE
722,,AS20210829,DWHC,19-09-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Wanssum,Limburg,51.54,6.09,1,TRUE
723,,AS20210814,DWHC,21-09-2021,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Rotterdam,Z-Holland,51.92,4.46,0,TRUE
724,,AS20210819,DWHC,21-09-2021,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Rotterdam,Z-Holland,51.92,4.46,0,TRUE
725,,AS20210824,DWHC,22-09-2021,DateFound,Ring-necked Pheasant,Fazant,Phasianus colchicus,Phasianidae,Galliformes,Giessen,Brabant,51.78,5.04,0,TRUE
726,,AS20210849,DWHC,23-09-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Bennekom,Gelderland,51.99,5.69,0,TRUE
727,,AS20211220,DWHC,05-10-2021,DateFound,Eurasian Sparrowhawk,Sperwer,Accipiter nisus,Accipitridae,Accipitriformes,Braamt,Gelderland,51.92,6.25,0,TRUE
728,,AS20211237,DWHC,06-10-2021,DateFound,Common Wood Pigeon,Houtduif,Columba palumbus,Columbidae,Columbiformes,Alkmaar,N-Holland,52.63,4.75,0,TRUE
729,,AS20211197,DWHC,11-10-2021,DateFound,Eurasian Collared Dove,Turkse Tortel,Streptopelia decaocto,Columbidae,Columbiformes,Dongen,Brabant,51.63,4.93,0,TRUE
730,,AS20211125,DWHC,13-10-2021,DateFound,Eurasian Collared Dove,Turkse Tortel,Streptopelia decaocto,Columbidae,Columbiformes,Willemstad,Brabant,51.69,4.45,0,TRUE
731,,AS20211154,DWHC,22-10-2021,DateFound,Domestic Goose,Grauwe Gans,Anser anser,Anatidae,Anseriformes,Bilthoven,Utrecht,52.13,5.21,0,TRUE
732,,AS20211105,DWHC,24-10-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Ede,Gelderland,52.01,5.79,0,TRUE
733,,AS20211192,DWHC,26-10-2021,DateFound,European Robin,Roodborst,Erithacus rubecula,Turdidae,Passeriformes,Wadenoijen,Gelderland,51.87,5.37,0,TRUE
734,,AS20211091,DWHC,25-10-2021,DateFound,Common Barn Owl,Kerkuil,Tyto alba,Tytonidae,Strigiformes,Wijchen,Gelderland,51.81,5.66,0,TRUE
735,,AS20211187,DWHC,25-10-2021,DateFound,Common Barn Owl,Kerkuil,Tyto alba,Tytonidae,Strigiformes,Wijchen,Gelderland,51.81,5.66,0,TRUE
736,,AS20211063,DWHC,03-11-2021,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Heiloo,N-Holland,52.6,4.72,0,TRUE
737,,AS20211168,DWHC,04-11-2021,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Amsterdam,N-Holland,52.34,4.86,0,TRUE
738,,AS20211073,DWHC,04-11-2021,DateFound,Redwing,Koperwiek,Turdus iliacus,Turdidae,Passeriformes,Wenum-Wiesel,Gelderland,52.26,6.02,0,TRUE
739,,AS20211248,DWHC,07-11-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Groningen,Groningen,53.2,6.58,0,TRUE
740,,AS20211253,DWHC,08-11-2021,DateFound,Common Barn Owl,Kerkuil,Tyto alba,Tytonidae,Strigiformes,Zaandam,N-Holland,52.46,4.8,0,TRUE
741,,AS20220054,DWHC,09-11-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Warten,Friesland,53.15,5.9,0,TRUE
742,,AS20220035,DWHC,10-11-2021,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Rosmalen,Brabant,51.71,5.35,0,TRUE
743,,AS20220020,DWHC,09-11-2021,DateFound,Common Barn Owl,Kerkuil,Tyto alba,Tytonidae,Strigiformes,Uffelte,Drenthe,52.84,6.35,0,TRUE
744,,AS20220040,DWHC,17-11-2021,DateFound,Great Spotted Woodpecker,Grote Bonte Specht,Dendrocopos major,Picidae,Piciformes,Jubbega,Friesland,52.99,6.11,0,TRUE
745,,AS20220025,DWHC,23-11-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Wilp,Gelderland,52.22,6.15,0,TRUE
746,,AS20220010,DWHC,05-12-2021,DateFound,Eurasian Collared Dove,Turkse Tortel,Streptopelia decaocto,Columbidae,Columbiformes,Lochem,Gelderland,52.16,6.4,0,TRUE
747,,AS20220001,DWHC,11-12-2021,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Spaarndam,N-Holland,52.41,4.69,0,TRUE
748,,AS20220006,DWHC,16-12-2021,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Egmond aan Zee,N-Holland,52.62,4.63,0,TRUE
749,,AS20220030,DWHC,22-12-2021,DateFound,Mute Swan,Knobbelzwaan,Cygnus olor,Anatidae,Anseriformes,Houten,Utrecht,52.02,5.2,0,TRUE
750,,AS20220372,DWHC,09-01-2022,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Hellendoorn,Overijssel,52.38,6.46,0,TRUE
751,,AS20220402,DWHC,23-01-2022,DateFound,Song Thrush,Zanglijster,Turdus philomelos,Turdidae,Passeriformes,Voorhout,Z-Holland,52.22,4.49,0,TRUE
752,,AS20220407,DWHC,23-01-2022,DateFound,Eurasian Collared Dove,Turkse Tortel,Streptopelia decaocto,Columbidae,Columbiformes,Enschede,Overijssel,52.21,6.94,0,TRUE
753,,AS20220417,DWHC,23-01-2022,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Almere,Flevoland,52.34,5.23,0,TRUE
754,,AS20220367,DWHC,25-01-2022,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Bleiswijk,Z-Holland,52.01,4.53,0,TRUE
755,,AS20220357,DWHC,26-01-2022,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Bilthoven,Utrecht,52.13,5.21,0,TRUE
756,,AS20220392,DWHC,26-01-2022,DateFound,Brambling,Keep,Fringilla montifringilla,Fringillidae,Passeriformes,Hekelingen,Z-Holland,51.82,4.34,0,TRUE
757,,AS20220382,DWHC,28-01-2022,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Egchel,Limburg,51.31,5.97,0,TRUE
758,,AS20220412,DWHC,28-01-2022,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Vught,Brabant,51.64,5.27,0,TRUE
759,,AS20220377,DWHC,27-01-2022,DateFound,Eurasian Collared Dove,Turkse Tortel,Streptopelia decaocto,Columbidae,Columbiformes,Nijmegen,Gelderland,51.84,5.8,0,TRUE
760,,AS20220397,DWHC,30-01-2022,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Amstelveen,N-Holland,52.3,4.88,0,TRUE
761,,AS20220362,DWHC,30-01-2022,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Kuinre,Overijssel,52.81,5.81,0,TRUE
762,,AS20220422,DWHC,30-01-2022,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Mantgum,Friesland,53.13,5.72,0,TRUE
763,,AS20220387,DWHC,31-01-2022,DateFound,Yellowhammer,Geelgors,Emberiza citrinella,Fringillidae,Passeriformes,Noordwolde,Friesland,52.91,6.13,0,TRUE
764,,AS20220427,DWHC,01-02-2022,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Haarlem,N-Holland,52.25,4.51,0,TRUE
765,,AS20220597,DWHC,08-02-2022,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Ijmuiden,N-Holland,52.46,4.55,0,TRUE
766,,AS20220617,DWHC,08-02-2022,DateFound,Common Murre,Zeekoet,Uria aalge,Alcidae,Charadriiformes,Ijmuiden,N-Holland,52.46,4.55,0,TRUE
767,,AS20220632,DWHC,07-02-2022,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Almere,Flevoland,52.33,5.24,0,TRUE
768,,AS20220585,DWHC,08-02-2022,DateFound,Great Tit,Koolmees,Parus major,Paridae,Passeriformes,Huis ter Heide,Utrecht,52.12,5.26,0,TRUE
769,,AS20220570,DWHC,09-02-2022,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Wasperveen,Drenthe,52.83,6.24,0,TRUE
770,,AS20220575,DWHC,09-02-2022,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Lichtenvoorde,Gelderland,52.01,6.56,0,TRUE
771,,AS20220588,DWHC,09-02-2022,DateFound,European Robin,Roodborst,Erithacus rubecula,Turdidae,Passeriformes,Lichtenvoorde,Gelderland,52.01,6.56,0,TRUE
772,,AS20220580,DWHC,13-02-2022,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Alphen aan den Rijn,Z-Holland,52.12,4.63,0,TRUE
773,,AS20220592,DWHC,11-02-2022,DateFound,Fieldfare,Kramsvogel,Turdus pilaris,Turdidae,Passeriformes,Barchem,Gelderland,52.13,6.44,0,TRUE
774,,AS20220622,DWHC,11-02-2022,DateFound,Fieldfare,Kramsvogel,Turdus pilaris,Turdidae,Passeriformes,Barchem,Gelderland,52.13,6.44,0,TRUE
775,,AS20220637,DWHC,14-02-2022,DateFound,Common Barn Owl,Kerkuil,Tyto alba,Tytonidae,Strigiformes,Wijster,Drenthe,52.81,6.55,0,TRUE
776,,AS20220627,DWHC,14-02-2022,DateFound,Common Blackbird,Merel,Turdus merula,Turdidae,Passeriformes,Oldenzaal,Overijssel,52.31,6.91,0,TRUE
777,,AS20220657,DWHC,22-02-2022,DateFound,House Sparrow,Huismus,Passer domesticus,Passeridae,Passeriformes,Amersfoort,Utrecht,52.2,5.43,0,TRUE
778,,AS20202201,DWHC,07-12-2020,DateFound,Rock Pigeon,Sierduif,Columba livia domestica,Columbidae,Columbiformes,Noardeast-Fryslan,Friesland,53.33,6,0,TRUE
